,status,price,bed,bath,acre_lot,city,zip_code,house_size,prev_sold_date,Special_property,County,2023 General Hospital Facilities,2023 General Hospital Total Occupancy Rate,2023 General Hospital Average Stay in Days,2023 Nursing Home Facilities,"2023 Nursing Home Average Occupancy, Percent",2023 Child Care Learning Centers,"2023 Reported Violent Crime, Murder","2023 Reported Violent Crime, Rape","2023 Reported Violent Crime, Robbery","2023 Reported Violent Crime, Aggravated Assault",2023 Total Violent Crimes Reported,"2023 Reported Violent Crimes, Percent","2023 Reported Violent Crime Rate per 100,000 Population","2023 Reported Property Crime, Burglary","2023 Reported Property Crime, Larceny","2023 Reported Property Crime, Motor Vehicle Theft",2023 Total Property Crimes Reported,"2023 Reported Property Crimes, Percent","2023 Reported Property Crime Rate per 100,000 Population",2021 Total Index Crimes Reported,2023 Total Index Crimes Reported,2022 Average Number of Months Reported,2023 Average Number of Months Reported,2021-2023 Percent Change in Total Crimes Reported,"2023 Total Index Crime Rate per 100,000 Population",2023 Rank of Rate,"2022 Average Number of Establishments, All Industries","2022 Average Number of Establishments, Goods Producing Industries","2022 Average Number of Establishments, Agriculture, Forestry, Fishing and Hunting","2022 Average Number of Establishments, Construction","2022 Average Number of Establishments, Manufacturing","2022 Average Number of Establishments, Government","2022 Average Number of Establishments, Service Providing Industries","2022 Average Number of Establishments, Wholesale Trade Industries","2022 Average Number of Establishments, Retail Trade Industries","2022 Average Number of Establishments, Transportation and Warehousing Industries","2022 Average Number of Establishments, Finance and Insurance Industries","2022 Average Number of Establishments, Professional, Scientific, and Technical Services","2022 Average Number of Establishments, Administrative, Support, Waste Management, and Remediation Industries","2022 Average Number of Establishments, Health Care and Social Assistance Industries","2022 Average Number of Establishments, Accommodation and Food Services Industries",2014 Unemployment Rate,2015 Unemployment Rate,2016 Unemployment Rate,2017 Unemployment Rate,2018 Unemployment Rate,2019 Unemployment Rate,2020 Unemployment Rate,2021 Unemployment Rate,2022 Unemployment Rate,2023 Unemployment Rate
16806,for_sale,438749,4,3,,Fairburn,30213,3021,3/29/2022,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16807,for_sale,290335,3,3,,Fairburn,30213,,10/4/2022,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16808,for_sale,291965,3,3,,Fairburn,30213,,9/21/2022,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16809,for_sale,287465,3,3,,Fairburn,30213,,8/19/2022,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16810,for_sale,298215,3,3,,Fairburn,30213,,8/29/2022,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16811,for_sale,290465,3,3,,Fairburn,30213,,9/7/2022,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16812,for_sale,291965,3,3,,Fairburn,30213,,9/19/2022,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16813,for_sale,291465,3,3,,Fairburn,30213,,9/20/2022,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16814,for_sale,300465,3,3,,Fairburn,30213,,9/22/2022,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16815,for_sale,298465,3,3,,Fairburn,30213,,9/8/2022,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16816,for_sale,288375,3,3,,Fairburn,30213,,8/29/2022,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16817,for_sale,363990,4,3,,Fairburn,30213,2340,,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16818,for_sale,290875,3,3,,Fairburn,30213,,9/19/2022,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16819,for_sale,295215,3,3,,Fairburn,30213,,10/4/2022,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16820,for_sale,344900,3,2,0.5,Fairburn,30213,2149,5/25/2022,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16821,for_sale,293215,3,3,,Fairburn,30213,,9/21/2022,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16822,for_sale,325900,3,2,0.5,Fairburn,30213,1853,5/25/2022,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16823,for_sale,95000,,,0.33,Fairburn,30213,,,TRUE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16824,for_sale,229000,,,2.3,Fairburn,30213,,,TRUE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16825,for_sale,369067,3,2,,Fairburn,30213,,9/30/2022,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16826,for_sale,293465,3,3,,Fairburn,30213,,10/3/2022,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16827,for_sale,334900,4,3,0.5,Fairburn,30213,2002,5/13/2022,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16828,for_sale,386907,3,3,,Fairburn,30213,,8/30/2022,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16829,for_sale,369187,3,2,,Fairburn,30213,,9/30/2022,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16830,for_sale,293965,3,3,,Fairburn,30213,,10/3/2022,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16831,for_sale,303835,3,3,,Fairburn,30213,,10/17/2022,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16832,for_sale,305540,3,3,,Fairburn,30213,,2/24/2023,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16833,for_sale,304215,3,3,,Fairburn,30213,,10/10/2022,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16834,for_sale,334990,4,3,,Fairburn,30213,,6/30/2022,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16835,for_sale,347990,3,3,,Fairburn,30213,2164,6/30/2022,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16836,for_sale,364490,5,3,,Fairburn,30213,2382,6/30/2022,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16837,for_sale,366990,5,3,,Fairburn,30213,2382,7/30/2022,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16838,for_sale,376267,4,3,,Fairburn,30213,,7/31/2022,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16839,for_sale,302465,3,3,,Fairburn,30213,1911,,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16840,for_sale,481565,4,3,0.25,Fairburn,30213,2988,12/30/2022,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16841,for_sale,433990,5,4,,Fairburn,30213,3447,,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16842,for_sale,481565,4,3,0.25,Fairburn,30213,2988,2/22/2021,FALSE,Fulton,9,75.80%,5.8,20,79.90%,442,177,224,818,"3,954","5,173",14.90%,479.2,"2,670","20,247","6,482","29,399",84.70%,"2,723.60","32,903","34,702",7.8,7.4,5.50%,"3,214.90",142,"66,821","3,656",55,"2,245","1,344",576,"50,119","2,957","4,243","1,312","3,548","11,772","3,986","5,353","4,515",7.10%,6.10%,5.50%,4.90%,4.10%,3.60%,7.90%,4.60%,3.30%,3.40%
16843,for_sale,412000,3,2,1.2,McDonough,30252,2590,5/5/1989,FALSE,Henry,1,93.10%,4.7,2,88.40%,53,12,204,81,450,747,13.20%,296.2,526,"3,761",619,"4,906",86.70%,"1,945.50","4,335","5,661",8.6,9.4,30.60%,"2,244.90",128,"6,025",555,9,425,119,106,"4,327",190,706,306,245,415,418,640,574,7.30%,6.30%,5.60%,4.90%,4.20%,3.70%,7.30%,4.20%,3.30%,3.50%
16844,for_sale,285000,3,2,1.07,McDonough,30252,1457,4/26/2022,FALSE,Henry,1,93.10%,4.7,2,88.40%,53,12,204,81,450,747,13.20%,296.2,526,"3,761",619,"4,906",86.70%,"1,945.50","4,335","5,661",8.6,9.4,30.60%,"2,244.90",128,"6,025",555,9,425,119,106,"4,327",190,706,306,245,415,418,640,574,7.30%,6.30%,5.60%,4.90%,4.20%,3.70%,7.30%,4.20%,3.30%,3.50%
16845,for_sale,375000,4,3,1,McDonough,30252,2700,4/16/2001,FALSE,Henry,1,93.10%,4.7,2,88.40%,53,12,204,81,450,747,13.20%,296.2,526,"3,761",619,"4,906",86.70%,"1,945.50","4,335","5,661",8.6,9.4,30.60%,"2,244.90",128,"6,025",555,9,425,119,106,"4,327",190,706,306,245,415,418,640,574,7.30%,6.30%,5.60%,4.90%,4.20%,3.70%,7.30%,4.20%,3.30%,3.50%
16846,for_sale,550000,3,3,9.85,McDonough,30252,3447,4/1/1983,FALSE,Henry,1,93.10%,4.7,2,88.40%,53,12,204,81,450,747,13.20%,296.2,526,"3,761",619,"4,906",86.70%,"1,945.50","4,335","5,661",8.6,9.4,30.60%,"2,244.90",128,"6,025",555,9,425,119,106,"4,327",190,706,306,245,415,418,640,574,7.30%,6.30%,5.60%,4.90%,4.20%,3.70%,7.30%,4.20%,3.30%,3.50%
16847,for_sale,299900,3,2,2,McDonough,30252,1579,9/22/1999,FALSE,Henry,1,93.10%,4.7,2,88.40%,53,12,204,81,450,747,13.20%,296.2,526,"3,761",619,"4,906",86.70%,"1,945.50","4,335","5,661",8.6,9.4,30.60%,"2,244.90",128,"6,025",555,9,425,119,106,"4,327",190,706,306,245,415,418,640,574,7.30%,6.30%,5.60%,4.90%,4.20%,3.70%,7.30%,4.20%,3.30%,3.50%
16848,for_sale,370000,4,3,1.17,McDonough,30253,3136,2/28/2022,FALSE,Henry,1,93.10%,4.7,2,88.40%,53,12,204,81,450,747,13.20%,296.2,526,"3,761",619,"4,906",86.70%,"1,945.50","4,335","5,661",8.6,9.4,30.60%,"2,244.90",128,"6,025",555,9,425,119,106,"4,327",190,706,306,245,415,418,640,574,7.30%,6.30%,5.60%,4.90%,4.20%,3.70%,7.30%,4.20%,3.30%,3.50%
16849,for_sale,675000,5,3,0.76,McDonough,30253,5800,10/14/1996,FALSE,Henry,1,93.10%,4.7,2,88.40%,53,12,204,81,450,747,13.20%,296.2,526,"3,761",619,"4,906",86.70%,"1,945.50","4,335","5,661",8.6,9.4,30.60%,"2,244.90",128,"6,025",555,9,425,119,106,"4,327",190,706,306,245,415,418,640,574,7.30%,6.30%,5.60%,4.90%,4.20%,3.70%,7.30%,4.20%,3.30%,3.50%
16850,for_sale,295000,3,2,0.76,McDonough,30253,2100,,FALSE,Henry,1,93.10%,4.7,2,88.40%,53,12,204,81,450,747,13.20%,296.2,526,"3,761",619,"4,906",86.70%,"1,945.50","4,335","5,661",8.6,9.4,30.60%,"2,244.90",128,"6,025",555,9,425,119,106,"4,327",190,706,306,245,415,418,640,574,7.30%,6.30%,5.60%,4.90%,4.20%,3.70%,7.30%,4.20%,3.30%,3.50%
16851,for_sale,560300,4,5,,McDonough,30253,3443,3/21/2019,FALSE,Henry,1,93.10%,4.7,2,88.40%,53,12,204,81,450,747,13.20%,296.2,526,"3,761",619,"4,906",86.70%,"1,945.50","4,335","5,661",8.6,9.4,30.60%,"2,244.90",128,"6,025",555,9,425,119,106,"4,327",190,706,306,245,415,418,640,574,7.30%,6.30%,5.60%,4.90%,4.20%,3.70%,7.30%,4.20%,3.30%,3.50%
16852,for_sale,435000,5,3,0.17,McDonough,30253,3129,8/18/2014,FALSE,Henry,1,93.10%,4.7,2,88.40%,53,12,204,81,450,747,13.20%,296.2,526,"3,761",619,"4,906",86.70%,"1,945.50","4,335","5,661",8.6,9.4,30.60%,"2,244.90",128,"6,025",555,9,425,119,106,"4,327",190,706,306,245,415,418,640,574,7.30%,6.30%,5.60%,4.90%,4.20%,3.70%,7.30%,4.20%,3.30%,3.50%
16853,for_sale,364900,5,3,0.33,McDonough,30253,3286,2/10/2022,FALSE,Henry,1,93.10%,4.7,2,88.40%,53,12,204,81,450,747,13.20%,296.2,526,"3,761",619,"4,906",86.70%,"1,945.50","4,335","5,661",8.6,9.4,30.60%,"2,244.90",128,"6,025",555,9,425,119,106,"4,327",190,706,306,245,415,418,640,574,7.30%,6.30%,5.60%,4.90%,4.20%,3.70%,7.30%,4.20%,3.30%,3.50%
16854,for_sale,229999,3,2,0.33,McDonough,30253,1213,3/28/2017,FALSE,Henry,1,93.10%,4.7,2,88.40%,53,12,204,81,450,747,13.20%,296.2,526,"3,761",619,"4,906",86.70%,"1,945.50","4,335","5,661",8.6,9.4,30.60%,"2,244.90",128,"6,025",555,9,425,119,106,"4,327",190,706,306,245,415,418,640,574,7.30%,6.30%,5.60%,4.90%,4.20%,3.70%,7.30%,4.20%,3.30%,3.50%
16855,for_sale,288750,3,2,1.18,McDonough,30253,1901,2/29/1988,FALSE,Henry,1,93.10%,4.7,2,88.40%,53,12,204,81,450,747,13.20%,296.2,526,"3,761",619,"4,906",86.70%,"1,945.50","4,335","5,661",8.6,9.4,30.60%,"2,244.90",128,"6,025",555,9,425,119,106,"4,327",190,706,306,245,415,418,640,574,7.30%,6.30%,5.60%,4.90%,4.20%,3.70%,7.30%,4.20%,3.30%,3.50%
16856,for_sale,380000,4,2,0.3,McDonough,30253,,8/19/2005,FALSE,Henry,1,93.10%,4.7,2,88.40%,53,12,204,81,450,747,13.20%,296.2,526,"3,761",619,"4,906",86.70%,"1,945.50","4,335","5,661",8.6,9.4,30.60%,"2,244.90",128,"6,025",555,9,425,119,106,"4,327",190,706,306,245,415,418,640,574,7.30%,6.30%,5.60%,4.90%,4.20%,3.70%,7.30%,4.20%,3.30%,3.50%
16857,for_sale,392900,4,3,0.1,McDonough,30253,2468,9/24/2019,FALSE,Henry,1,93.10%,4.7,2,88.40%,53,12,204,81,450,747,13.20%,296.2,526,"3,761",619,"4,906",86.70%,"1,945.50","4,335","5,661",8.6,9.4,30.60%,"2,244.90",128,"6,025",555,9,425,119,106,"4,327",190,706,306,245,415,418,640,574,7.30%,6.30%,5.60%,4.90%,4.20%,3.70%,7.30%,4.20%,3.30%,3.50%
